产品ID,产品名称,核算边界,碳足迹,企业名称,数据年份,数据类型,是否低碳
38924X0072014A,树脂纽扣,摇篮到大门,23.806kgCO2e / 千克,-,2014,文献数据,否
28243X0012014A,树脂纽扣,摇篮到大门,23.8kgCO2e / 千克,-,2014,文献数据,否
01353X0022013A,树莓,摇篮到坟墓,0.424kgCO2e / 千克,-,2013,文献数据,否
01373X0022014A,栗子-全球平均,摇篮到大门,1.04kgCO2e / 千克,-,2014,文献数据,否
01373X0012014A,栗子-葡萄牙,摇篮到坟墓,1.04kgCO2e / 千克,-,2014,文献数据,否
01376X0012005A,核桃,摇篮到大门,0.49kgCO2e / 千克,-,2005,文献数据,否
01376X0042014A,核桃-全球平均,摇篮到大门,0.89kgCO2e / 千克,-,2014,文献数据,否
01376X0052014A,核桃-美国,摇篮到大门,0.89kgCO2e / 千克,-,2014,文献数据,否
01376X0031998A,核桃-荷兰,摇篮到大门,2.13kgCO2e / 千克,-,1998,文献数据,否
17500C0042016A,核电硫碘循环制氢,摇篮到大门,0.64kgCO2e / 千克,-,2016,文献数据,否
17500D0062016A,核电铜氯循环制氢,摇篮到大门,0.92kgCO2e / 千克,-,2016,文献数据,否
53262X0062022A,核能发电,摇篮到坟墓,3.37gCO2e / 千瓦时,-,2022,文献数据,否
01259X0032010A,根茎类蔬菜,摇篮到大门,0.4kgCO2e / 千克,-,2010,文献数据,否
22259X0062017A,格拉娜·帕达诺干酪-意大利,摇篮到大门,10.3kgCO2e / 千克,-,2017,文献数据,否
23710X0142010A,格拉汉面粉-瑞典,摇篮到大门,0.47kgCO2e / 千克,-,2010,文献数据,否
01345X0032017A,桃-国内外部分研究均值,摇篮到坟墓,0.43kgCO2e / 千克,-,2017,文献数据,否
01359X0012017A,桃、杏、李-国内外部分研究均值,摇篮到坟墓,0.45kgCO2e / 千克,-,2017,文献数据,否
01345X0012017A,桃子,摇篮到坟墓,0.381kgCO2e / 千克,-,2017,文献数据,否
88742X0022010A,桌上型主机-欧洲地区,摇篮到坟墓,720kgCO2e / 台,-,2010,文献数据,否
88742X0032010A,桌上型主机-澳洲地区,摇篮到坟墓,1230kgCO2e / 台,-,2010,文献数据,否
88742X0012010A,桌上型主机-美国地区,摇篮到坟墓,800kgCO2e / 台,-,2010,文献数据,否
38590X0012018A,桌子,摇篮到大门,15kgCO2e / 个,-,2018,文献数据,否
41212X0202021C,桥梁结构用厚钢板,摇篮到大门,2.38tCO2e / 公吨,-,2021,文献数据,否
41239X0052021B,桥梁结构用厚钢板,摇篮到大门,2380kgCO2e / 公吨,-,2021,文献数据,否
01342X0012012A,梨,摇篮到大门,0.63kgCO2e / 千克,-,2012,文献数据,否
01342X0022012A,梨,摇篮到大门,0.25kgCO2e / 千克,-,2012,文献数据,否
01342X0062010A,梨,摇篮到大门,162.8kgCO2e / 公吨,-,2010,文献数据,否
01342X0072010A,梨,摇篮到大门,373.4kgCO2e / 公吨,-,2010,文献数据,否
01342X0082010A,梨,摇篮到大门,492.3kgCO2e / 公吨,-,2010,文献数据,否
01342X0092010A,梨,摇篮到大门,89.4kgCO2e / 公吨,-,2010,文献数据,否
01342X0102010A,梨,摇篮到大门,307.8kgCO2e / 公吨,-,2010,文献数据,否
01342X0112015A,梨,摇篮到大门,0.31kgCO2e / 千克,-,2015,文献数据,否
01342X0012011A,梨-中国,摇篮到大门,0.22kgCO2e / 千克,-,2011,文献数据,否
01342X0032005A,梨和榅桲,摇篮到大门,0.32kgCO2e / 千克,-,2005,文献数据,否
01342X0042005A,梨和榅桲,摇篮到大门,0.43kgCO2e / 千克,-,2005,文献数据,否
01342X0052005A,梨和榅桲,摇篮到大门,0.88kgCO2e / 千克,-,2005,文献数据,否
21439X0092019A,梨汁,摇篮到大门,0.46kgCO2e / 千克,-,2019,文献数据,否
28225X0022019A,棉polo衫,摇篮到坟墓,0.371kgCO2e / 件,-,2019,文献数据,否
28225X0032019C,棉polo衫,大门到大门,0.371kgCO2e / 件,-,2019,文献数据,否
28225X0042019A,棉T恤,摇篮到坟墓,0.167kgCO2e / 件,-,2019,文献数据,否
28225X0022019C,棉T恤,大门到大门,0.167kgCO2e / 件,-,2019,文献数据,否
28110X0012011A,棉、化纤纺织及印染产品,摇篮到坟墓,0.44449tCO2e / 公吨,-,2011,文献数据,否
35491X0102016A,棉籽生物油,摇篮到大门,1475kgCO2e / 公吨,-,2016,文献数据,否
01921X0052016A,棉花,摇篮到大门,1.11kgCO2e / 千克,-,2016,文献数据,否
01921X0012018A,棉花-中国西北流域,摇篮到大门,6220.13kgCO2e / 公顷,-,2018,文献数据,否
01921X0032018A,棉花-中国长江流域,摇篮到大门,2958.56kgCO2e / 公顷,-,2018,文献数据,否
01921X0022018A,棉花-中国黄河流域,摇篮到大门,3528.14kgCO2e / 公顷,-,2018,文献数据,否
28232X0012015A,棉衬衫,摇篮到坟墓,8.771kgCO2e / 件,-,2015,文献数据,否
28225X0042018A,棉质T恤,摇篮到大门,4kgCO2e / 件,-,2018,文献数据,否
28226X0032018A,棉质卫衣,摇篮到大门,23kgCO2e / 件,-,2018,文献数据,否
88223X0112018A,棉质牛仔裤,摇篮到大门,20kgCO2e / 条,-,2018,文献数据,否
28231X0032015A,棉质衬衫,摇篮到坟墓,8.771kgCO2e / 件,-,2015,文献数据,否
28234X0042018A,棉质连衣裙,摇篮到大门,43kgCO2e / 件,-,2018,文献数据,否
28221X0242011A,棉透气外套,摇篮到坟墓,13.42kgCO2e / 件,-,2011,文献数据,否
28226X0012010A,棉透气外套,摇篮到坟墓,13.42kgCO2e / 件,-,2010,文献数据,否
28232X0082010A,棉透气外套,摇篮到大门,13.42kgCO2e / 件,-,2010,文献数据,否
01349X0022005A,棕榈坚果-全球平均,摇篮到坟墓,2.23kgCO2e / 千克,-,2005,文献数据,否
21652X0072011A,棕榈油,摇篮到大门,7.3kgCO2e / 升,-,2011,文献数据,否
21652X0112011A,棕榈油,摇篮到大门,1.01kgCO2e / 千克,-,2011,文献数据,否
17100F0042023A,棕榈空果串-生物燃料颗粒厂发电-印度尼西亚,摇篮到大门,520.03kgCO2e / 公吨·时,-,2023,文献数据,否
17100F0032023A,棕榈空果串生物燃料颗粒厂发电-马来西亚,摇篮到大门,453.8kgCO2e / 公吨·时,-,2023,文献数据,否
38122X0072022A,椅子,摇篮到坟墓,74.55kgCO2e / 个,-,2022,文献数据,否
94110X0202011A,植物油生产废水处理,摇篮到坟墓,29.53kgCO2e / 公吨,-,2011,文献数据,否
17100F0092019A,椰壳-气化法,摇篮到坟墓,9.6gCO2e / 千瓦时,-,2019,文献数据,否
17100F0052019A,椰壳-燃烧法,摇篮到坟墓,67gCO2e / 千瓦时,-,2019,文献数据,否
01460X0012015A,椰子,摇篮到大门,0.45kgCO2e / 千克,-,2015,文献数据,否
01460X0022005A,椰子,摇篮到大门,1.78kgCO2e / 千克,-,2005,文献数据,否
01460X0032005A,椰子,摇篮到大门,1.78kgCO2e / 千克,-,2005,文献数据,否
01349X0042005A,椰枣-全球平均,摇篮到坟墓,0.88kgCO2e / 千克,-,2005,文献数据,否
01349X0052005A,椰枣-英国,摇篮到坟墓,0.32kgCO2e / 千克,-,2005,文献数据,否
17100F0082019A,椰糠-气化法,摇篮到坟墓,-15gCO2e / 千瓦时,-,2019,文献数据,否
17100F0042019A,椰糠-燃烧法,摇篮到坟墓,44gCO2e / 千瓦时,-,2019,文献数据,否
01374X0012012A,榛子-全球平均,摇篮到大门,1.2kgCO2e / 千克,-,2012,文献数据,否
01374X0022005A,榛子-西班牙,摇篮到大门,1.11kgCO2e / 千克,-,2005,文献数据,否
21494X0032015A,榛子奶油-美国,摇篮到大门,2.61kgCO2e / 千克,-,2015,文献数据,否
21494X0012015A,榛子酱-美国,摇篮到大门,1.59kgCO2e / 千克,-,2015,文献数据,否
44816X0012016A,榨汁机/破壁机,摇篮到坟墓,304.824kgCO2e / 台,-,2016,文献数据,否
23996X0022019A,榨汁酵母-欧洲,摇篮到大门,3.29kgCO2e / 千克,-,2019,文献数据,否
01359X0012019A,榴莲,摇篮到坟墓,2.29168kgCO2e / 千克,-,2019,文献数据,否
01344X0012009A,樱桃,摇篮到大门,0.26kgCO2e / 千克,-,2009,文献数据,否
01344X0012005A,樱桃,摇篮到大门,0.32kgCO2e / 千克,-,2005,文献数据,否
01344X0022005A,樱桃,摇篮到大门,0.43kgCO2e / 千克,-,2005,文献数据,否
01344X0032005A,樱桃,摇篮到大门,0.88kgCO2e / 千克,-,2005,文献数据,否
01344X0042019A,樱桃,摇篮到坟墓,0.64kgCO2e / 千克,-,2019,文献数据,否
01344X0032017A,樱桃,摇篮到大门,0.48kgCO2e / 千克,-,2017,文献数据,否
01450X0012009A,橄榄,摇篮到大门,0.09kgCO2e / 千克,-,2009,文献数据,否
01450X0022017A,橄榄,摇篮到大门,0.56kgCO2e / 千克,-,2017,文献数据,否
21672X0012011A,橄榄油,摇篮到大门,0.4kgCO2e / 千克,-,2011,文献数据,否
21672X0022010A,橄榄油,摇篮到坟墓,1.54kgCO2e / 千克,-,2010,文献数据,否
21672X0032010A,橄榄油,摇篮到大门,1.54kgCO2e / 千克,-,2010,文献数据,否
21672X0042016A,橄榄油,摇篮到大门,1.79kgCO2e / 千克,-,2016,文献数据,否
21672X0062011A,橄榄油,摇篮到大门,5.4kgCO2e / 升,-,2011,文献数据,否
21672X0012008A,橄榄油,摇篮到大门,3.95kgCO2e / 千克,-,2008,文献数据,否
01324X0032008A,橘子,摇篮到大门,0.13kgCO2e / 千克,-,2008,文献数据,否
01324X0042013A,橘子,摇篮到大门,0.175kgCO2e / 千克,-,2013,文献数据,否
01324X0062016A,橘子,摇篮到大门,0.269kgCO2e / 千克,-,2016,文献数据,否
21431X0022010A,橙汁,摇篮到大门,0.26kgCO2e / 千克,-,2010,文献数据,否
21431X0032011A,橙汁,摇篮到大门,0.44kgCO2e / 千克,-,2011,文献数据,否
21431X0042018A,橙汁,摇篮到大门,2kgCO2e / 千克,-,2018,文献数据,否
21431X0012018A,橙汁-马耳他,摇篮到大门,0.5kgCO2e / 瓶,-,2018,文献数据,否
36114X0022021A,橡胶,摇篮到大门,3.08kgCO2e / 千克,-,2021,文献数据,否
12030X0042021A,橡胶沥青,摇篮到大门,219kgCO2e / 公吨,-,2021,文献数据,否
35321X0252019B,檸檬草按摩油,摇篮到坟墓,0.0043kgCO2e / 毫升,-,2019,文献数据,否
35321X0062019B,欧莱德修护洗发精（香柠草香）,摇篮到坟墓,0.0271kgCO2e / 毫升,-,2019,文献数据,否
35321X0192019B,欧莱德女用养发液,摇篮到坟墓,0.0086kgCO2e / 毫升,-,2019,文献数据,否
35321X0202019B,欧莱德男用养发液,摇篮到坟墓,0.01kgCO2e / 毫升,-,2019,文献数据,否
21242X0082010A,比目鱼-西班牙,摇篮到大门,7.57kgCO2e / 千克,-,2010,文献数据,否
02951X0042011A,毛皮鞣制及制品加工,摇篮到大门,85.6086tCO2e / 公吨,-,2011,文献数据,否
27997X0012011A,毛纺织、染整加工产品,摇篮到大门,13.81tCO2e / 公吨,-,2011,文献数据,否
38520X0012011A,毛绒娃娃,摇篮到大门,0.298kgCO2e / 件,-,2011,文献数据,否
35420X0012021B,气凝胶,摇篮到大门,1.55kgCO2e / 千克,-,2021,文献数据,否
34231H0022015A,氢氧化钠,摇篮到大门,1.59kgCO2e / 千克,-,2015,文献数据,否
65119X0062017A,氢能汽车运输,摇篮到坟墓,209.6gCO2e / 千米,-,2017,文献数据,否
65119X0052017A,氢能汽车运输,摇篮到坟墓,221.4gCO2e / 千米,-,2017,文献数据,否
65119X0032017A,氢能汽车运输,摇篮到坟墓,146.2gCO2e / 千米,-,2017,文献数据,否
65119X0042017A,氢能汽车运输,摇篮到坟墓,513.5gCO2e / 千米,-,2017,文献数据,否
94110X0362009A,氧化沟活性污泥法污水处理工艺,摇篮到坟墓,0.57kgCO2e / 公吨,-,2009,文献数据,否
34290A0052018A,氧化钕,摇篮到大门,8.93tCO2e / 公吨,-,2018,文献数据,否
34290A0042018A,氧化铈,摇篮到大门,6.66tCO2e / 公吨,-,2018,文献数据,否
41432X0012021A,氧化铝,摇篮到大门,811.19kgCO2e / 公吨,-,2021,文献数据,否
41536X0012016A,氧化铝,摇篮到坟墓,0.704kgCO2e / 千克,-,2016,文献数据,否
41432X0052011A,氧化铝-拜耳法,摇篮到大门,0.665949tCO2e / 公吨,-,2011,文献数据,否
41432X0022011A,氧化铝-混联法,摇篮到大门,3.75tCO2e / 公吨,-,2011,文献数据,否
41432X0032011A,氧化铝-烧结法,摇篮到大门,0.122369tCO2e / 公吨,-,2011,文献数据,否
41432X0042011A,氧化铝（拜耳法）,摇篮到大门,2.165tCO2e / 千克,-,2011,文献数据,否
34220A0012020A,氧化锌,摇篮到大门,2.01tCO2e / 公吨,-,2020,文献数据,否
34231I0152020A,氧化镁-FM980(A)-天然气生产,摇篮到大门,4.294kgCO2e / 千克,-,2020,文献数据,否
34231I0162020A,氧化镁-FM980(A)-燃煤生产,摇篮到大门,4.804kgCO2e / 千克,-,2020,文献数据,否
34231I0172020A,氧化镁-FM980(B)-天然气生产,摇篮到大门,3.937kgCO2e / 千克,-,2020,文献数据,否
34231I0182020A,氧化镁-FM980(B)-燃煤生产,摇篮到大门,3.937kgCO2e / 千克,-,2020,文献数据,否
34231I0012020A,氧化镁-LCM80-天然气生产,摇篮到大门,1.44kgCO2e / 千克,-,2020,文献数据,否
34231I0022020A,氧化镁-LCM80-燃煤生产,摇篮到大门,1.782kgCO2e / 千克,-,2020,文献数据,否
34231I0032020A,氧化镁-LCM85-天然气生产,摇篮到大门,1.538kgCO2e / 千克,-,2020,文献数据,否
34231I0042020A,氧化镁-LCM85-燃煤生产,摇篮到大门,1.913kgCO2e / 千克,-,2020,文献数据,否
34231I0052020A,氧化镁-LCM90-天然气生产,摇篮到大门,1.482kgCO2e / 千克,-,2020,文献数据,否
34231I0062020A,氧化镁-LCM90-燃煤生产,摇篮到大门,1.889kgCO2e / 千克,-,2020,文献数据,否
34231I0072020A,氧化镁-LCM92-天然气生产,摇篮到大门,1.555kgCO2e / 千克,-,2020,文献数据,否
34231I0082020A,氧化镁-LCM92-燃煤生产,摇篮到大门,2.012kgCO2e / 千克,-,2020,文献数据,否
34231I0092020A,氧化镁-LCM94-天然气生产,摇篮到大门,1.722kgCO2e / 千克,-,2020,文献数据,否
34231I0102020A,氧化镁-LCM94-燃煤生产,摇篮到大门,2.211kgCO2e / 千克,-,2020,文献数据,否
41601X0012020A,氧化镁-SM90-天然气生产,摇篮到大门,2.151kgCO2e / 千克,-,2020,文献数据,否
34231I0112020A,氧化镁-SM94-天然气生产,摇篮到大门,2.574kgCO2e / 千克,-,2020,文献数据,否
34231I0122020A,氧化镁-SM94-燃煤生产,摇篮到大门,3.064kgCO2e / 千克,-,2020,文献数据,否
34231I0132020A,氧化镁-SM97-天然气生产,摇篮到大门,2.304kgCO2e / 千克,-,2020,文献数据,否
34231I0142020A,氧化镁-SM97-燃煤生产,摇篮到大门,2.809kgCO2e / 千克,-,2020,文献数据,否
34290A0032018A,氧化镧,摇篮到大门,7.26tCO2e / 公吨,-,2018,文献数据,否
34290A0082018A,氧化镨,摇篮到大门,1.59tCO2e / 公吨,-,2018,文献数据,否
34651X0012005A,氨,摇篮到大门,1.377tCO2e / 公吨,-,2005,文献数据,否
41231X0212022B,氮气,摇篮到大门,90.8gCO2e / 立方米,-,2022,文献数据,否
34619X0012014A,氮肥,摇篮到大门,7.76tCO2e / 公吨,-,2014,文献数据,否
34619X0022009A,氮肥,摇篮到坟墓,13.5tCO2e / 公吨,-,2009,文献数据,否
34631X0012009A,氯化钾,摇篮到大门,0.101tCO2e / 公吨,-,2009,文献数据,否
34653A0012005A,氯化铵,摇篮到大门,0.581tCO2e / 公吨,-,2005,文献数据,否
86330X0042020A,水供应,摇篮到大门,0.149kgCO2e / 立方米,-,2020,文献数据,否
43230X0012023A,水冷螺杆式冷水机组,摇篮到大门,16893.9kgCO2e / 台,-,2023,文献数据,否
94110X0312020A,水处理,摇篮到大门,0.272kgCO2e / 立方米,-,2020,文献数据,否
17100B0292017C,水库型水电站,摇篮到大门,19.4gCO2e / 千瓦时,-,2017,文献数据,否
53232X0012022A,水库水电工程,摇篮到大门,12.8gCO2e / 千瓦时,-,2022,文献数据,否
35110X0082021B,水性建筑涂料,摇篮到大门,171kgCO2e / 公吨,-,2021,文献数据,否
35110X0382021B,水性建筑涂料,摇篮到大门,163kgCO2e / 公吨,-,2021,文献数据,否
35110X0262021B,水性建筑涂料,摇篮到大门,138kgCO2e / 公吨,-,2021,文献数据,否
35110X0242021B,水性建筑涂料,摇篮到大门,119kgCO2e / 公吨,-,2021,文献数据,否
35110X0332021B,水性建筑涂料,摇篮到大门,131kgCO2e / 公吨,-,2021,文献数据,否
35110X0292021B,水性建筑涂料,摇篮到大门,167kgCO2e / 公吨,-,2021,文献数据,否
35110X0392021B,水性建筑涂料,摇篮到大门,131kgCO2e / 公吨,-,2021,文献数据,否
54750X0012013A,水性涂料,摇篮到大门,1.2kgCO2e / 千克,-,2013,文献数据,否
35110X0042014A,水性涂料,摇篮到坟墓,1.19972kgCO2e / 千克,-,2014,文献数据,否
35110X0372021B,水性防水涂料,摇篮到大门,427kgCO2e / 公吨,-,2021,文献数据,否
35110X0252021B,水性防水涂料,摇篮到大门,404kgCO2e / 公吨,-,2021,文献数据,否
35110X0232021B,水性防水涂料,摇篮到大门,495kgCO2e / 公吨,-,2021,文献数据,否
35110X0342021B,水性防水涂料,摇篮到大门,430kgCO2e / 公吨,-,2021,文献数据,否
35110X0322021B,水性防水涂料,摇篮到大门,430kgCO2e / 公吨,-,2021,文献数据,否
35110X0402021B,水性防水涂料,摇篮到大门,390kgCO2e / 公吨,-,2021,文献数据,否
21496X0012023A,水果-中国,摇篮到大门,0.58kgCO2e / 千克,-,2023,文献数据,否
01355X0022012A,水果和浆果,摇篮到大门,2.31kgCO2e / 千克,-,2012,文献数据,否
44440X0022015A,水泥,摇篮到大门,0.88tCO2e / 公吨,-,2015,文献数据,否
37440X0032016A,水泥熟料,摇篮到大门,761kgCO2e / 公吨,-,2016,文献数据,否
37430X0022015A,水泥熟料,摇篮到大门,0.87kgCO2e / 千克,-,2015,文献数据,否
00000X0012023A,水泥重力水坝,摇篮到坟墓,1243kgCO2e / 立方米,-,2023,文献数据,否
44825X0012012A,水源热泵供热,摇篮到坟墓,620.8kgCO2e / 吉焦,-,2012,文献数据,否
17200X0182020A,水煤气,摇篮到大门,0.24tCO2e / 公吨,-,2020,文献数据,否
02112X0011996A,水牛,摇篮到大门,1540kgCO2e / 头·年,-,1996,文献数据,否
22110X0092010A,水牛奶-意大利,摇篮到大门,3.75kgCO2e / 千克,-,2010,文献数据,否
34654A0032012A,水牛粪便,摇篮到大门,140kgCO2e / 千克,-,2012,文献数据,否
02112X0022011A,水牛（圈养）,摇篮到大门,16.51kgCO2e / 千克,-,2011,文献数据,否
41532X0012020B,水电铝锭,大门到大门,1.8203tCO2e / 公吨,-,2020,文献数据,否
01199X0052010A,水稻,摇篮到大门,1.2kgCO2e / 千卡,-,2010,文献数据,否
23161X0012012A,水稻,大门到大门,1.2321tCO2e / 公吨,-,2012,文献数据,否
01131X0022013A,水稻-四川省,摇篮到大门,1538.9kgCO2e / 公吨,-,2013,文献数据,否
01131X0012013A,水稻-广东省,摇篮到大门,2504.2kgCO2e / 公吨,-,2013,文献数据,否
01131X0362013A,水稻-江苏省,摇篮到大门,1344.92kgCO2e / 公吨,-,2013,文献数据,否
01131X0332013A,水稻-湖南省,摇篮到大门,2326.47kgCO2e / 公吨,-,2013,文献数据,否
01131X0352013A,水稻-黑龙江省,摇篮到大门,1889.97kgCO2e / 公吨,-,2013,文献数据,否
01131X0482013A,水稻生产,摇篮到坟墓,1.2321kgCO2e / 千克,-,2013,文献数据,否
01131X0022021A,水稻（种植面积在0.7-20公顷间）,摇篮到大门,0.89kgCO2e / 千克,-,2021,文献数据,否
01131X0052021A,水稻（种植面积在0.7-20公顷间）,摇篮到大门,0.82kgCO2e / 千克,-,2021,文献数据,否
01131X0012021A,水稻（种植面积大于20公顷）,摇篮到大门,0.8kgCO2e / 千克,-,2021,文献数据,否
01131X0062021A,水稻（种植面积大于20公顷）,摇篮到大门,0.78kgCO2e / 千克,-,2021,文献数据,否
01131X0032021A,水稻（种植面积小于0.7公顷）,摇篮到大门,1.12kgCO2e / 千克,-,2021,文献数据,否
01131X0042021A,水稻（种植面积小于0.7公顷）,摇篮到大门,0.98kgCO2e / 千克,-,2021,文献数据,否
65229X0022019C,水运,大门到大门,8.65gCO2e / 公吨·公里,-,2019,文献数据,否
34250G0012015A,汞,摇篮到大门,32.8kgCO2e / 千克,-,2015,文献数据,否
17100G0312019A,江苏2019年电网排放因子,摇篮到大门,0.7025tCO2e / 兆瓦时,-,2019,文献数据,否
10110A0162018A,江苏造林,摇篮到坟墓,-1543tCO2e / 平方千米,-,2018,文献数据,否
17100G0372019A,江西2019年电网排放因子,摇篮到大门,0.6493tCO2e / 兆瓦时,-,2019,文献数据,否
10110A0172018A,江西造林,摇篮到坟墓,-327tCO2e / 平方千米,-,2018,文献数据,否
94110X0342022A,污水处理-厌氧/缺氧/好氧法（倒置AAO）,摇篮到坟墓,1.102kgCO2e / 公吨,-,2022,文献数据,否
94110X0332016A,污水处理-序列间歇式活性污泥工艺,摇篮到坟墓,864.98gCO2e / 公吨,-,2016,文献数据,否
94110X0322016A,污水处理-缺氧/好氧工艺法,摇篮到坟墓,404.93gCO2e / 公吨,-,2016,文献数据,否
94110X0312009A,污水处理工艺-AB法,摇篮到坟墓,0.49kgCO2e / 公吨,-,2009,文献数据,否
94311X0042022A,污泥处理,摇篮到坟墓,2985.039781kgCO2e / 公吨,-,2022,文献数据,否
94311X0052022A,污泥处理,摇篮到坟墓,1080.64kgCO2e / 公吨,-,2022,文献数据,否
94311X0062022A,污泥处理,摇篮到坟墓,2743.07kgCO2e / 公吨,-,2022,文献数据,否
94311X0012022A,污泥处理,摇篮到坟墓,950kgCO2e / 吉焦,-,2022,文献数据,否
94311X0022022A,污泥处理 重力浓缩+板框脱水+运输+干化+焚烧+建材利用,摇篮到坟墓,431.23kgCO2e / 公吨,-,2022,文献数据,否
39920X0042023A,污泥处置-中温厌氧消化+脱水+农用,摇篮到坟墓,402kgCO2e / 公吨,-,2023,文献数据,否
39920X0012023A,污泥处置-中温厌氧消化+脱水+填埋/土地利用,摇篮到坟墓,1410kgCO2e / 公吨,-,2023,文献数据,否
39920X0052023A,污泥处置-热水解+中温厌氧消化+脱水+农用,摇篮到坟墓,405kgCO2e / 公吨,-,2023,文献数据,否
39920X0022023A,污泥处置-脱水+填埋/焚烧,摇篮到坟墓,1881kgCO2e / 公吨,-,2023,文献数据,否
39920X0032023A,污泥处置-高温厌氧消化+脱水+农用,摇篮到坟墓,471kgCO2e / 公吨,-,2023,文献数据,否
33311X0022018A,汽油,摇篮到坟墓,3.743911kgCO2e / 千克,-,2018,文献数据,否
33311X0012018C,汽油,摇篮到大门,0.7027kgCO2e / 千克,-,2018,文献数据,否
33311X0012018A,汽油产品,摇篮到坟墓,3.7437tCO2e / 公吨,-,2018,文献数据,否
66011X0012021A,汽油出租车运输,摇篮到坟墓,0.041kgCO2e / 人·千米,-,2021,文献数据,否
49112X0012022A,汽油客车平均,摇篮到大门,0.17048kgCO2e / 千米,-,2022,文献数据,否
65117X0012021A,汽油货车平均,摇篮到大门,0.71915kgCO2e / 千米,-,2021,文献数据,否
49210X0012022A,汽车,摇篮到坟墓,113.3gCO2e / 千米,-,2022,文献数据,否
49210X0022022A,汽车,摇篮到坟墓,204.7gCO2e / 千米,-,2022,文献数据,否
49210X0032022A,汽车,摇篮到坟墓,207.8gCO2e / 千米,-,2022,文献数据,否
49210X0042022A,汽车,摇篮到坟墓,195.2gCO2e / 千米,-,2022,文献数据,否
49210X0052022A,汽车,摇篮到坟墓,149.9gCO2e / 千米,-,2022,文献数据,否
37115X0072021A,汽车BT钢化玻璃（5mm）,摇篮到大门,18.46kgCO2e / 平方米,-,2021,文献数据,否
37115X0082021A,汽车GT钢化玻璃（5mm）,摇篮到大门,24.27kgCO2e / 平方米,-,2021,文献数据,否
49129X0012021A,汽车保险杠,摇篮到坟墓,872.13kgCO2e / 个,-,2021,文献数据,否
49129X0102021A,汽车保险杠,摇篮到坟墓,2.91gCO2e / 千米,-,2021,文献数据,否
49129X0142021A,汽车保险杠,摇篮到坟墓,872.13kgCO2e / 个,-,2021,文献数据,否
38119X0012023A,汽车座椅,摇篮到大门,61.38kgCO2e / 个,-,2023,文献数据,否
49129X0032012A,汽车引擎盖,摇篮到坟墓,2.37gCO2e / 千米,-,2012,文献数据,否
49129X0042012A,汽车引擎盖,摇篮到坟墓,2.18gCO2e / 千米,-,2012,文献数据,否
41265X0232022B,汽车用冷硬钢带,摇篮到大门,2600kgCO2e / 公吨,-,2022,文献数据,否
41222X0032022C,汽车用冷轧钢带,摇篮到大门,2.69tCO2e / 公吨,-,2022,文献数据,否
41231X0062022B,汽车用冷轧钢带,摇篮到大门,2690kgCO2e / 公吨,-,2022,文献数据,否
41265X0212022B,汽车用热轧钢带,摇篮到大门,2420kgCO2e / 公吨,-,2022,文献数据,否
41222X0042022C,汽车用罩式退火冷轧钢带,摇篮到大门,3.002tCO2e / 公吨,-,2022,文献数据,否
41265X0202022B,汽车用罩式退火冷轧钢带,摇篮到大门,3000kgCO2e / 公吨,-,2022,文献数据,否
41265X0182022C,汽车用连续退火冷轧钢带,摇篮到大门,2.98tCO2e / 公吨,-,2022,文献数据,否
41265X0222022B,汽车用连续退火冷轧钢带,摇篮到大门,2980kgCO2e / 公吨,-,2022,文献数据,否
49113X0212020A,汽车轿车A00级（纯电动）,摇篮到大门,5.805tCO2e / 辆,-,2020,文献数据,否
49113X0232020A,汽车轿车A0级（汽油）,摇篮到大门,5.1tCO2e / 辆,-,2020,文献数据,否
49113X0202020A,汽车轿车A0级（纯电动）,摇篮到大门,8.385tCO2e / 辆,-,2020,文献数据,否
49113X0532020A,汽车轿车A级（常规混合动力）,摇篮到大门,5.985tCO2e / 辆,-,2020,文献数据,否
49113X0262020A,汽车轿车A级（插电式混合动力）,摇篮到大门,7.47tCO2e / 辆,-,2020,文献数据,否
49113X0552020A,汽车轿车A级（汽油）,摇篮到大门,6.12tCO2e / 辆,-,2020,文献数据,否
49113X0222020A,汽车轿车A级（纯电动）,摇篮到大门,9.78tCO2e / 辆,-,2020,文献数据,否
49113X0292020A,汽车轿车B级（常规混合动力）,摇篮到大门,6.735tCO2e / 辆,-,2020,文献数据,否
49113X0302020A,汽车轿车B级（插电式混合动力）,摇篮到大门,8.31tCO2e / 辆,-,2020,文献数据,否
49113X0592020A,汽车轿车B级（汽油）,摇篮到大门,7.305tCO2e / 辆,-,2020,文献数据,否
49113X0242020A,汽车轿车B级（纯电动）,摇篮到大门,10.995tCO2e / 辆,-,2020,文献数据,否
49113X0332020A,汽车轿车C级（插电式混合动力）,摇篮到大门,11.73tCO2e / 辆,-,2020,文献数据,否
49113X0612020A,汽车轿车C级（汽油）,摇篮到大门,8.475tCO2e / 辆,-,2020,文献数据,否
49113X0282020A,汽车轿车C级（纯电动）,摇篮到大门,13.395tCO2e / 辆,-,2020,文献数据,否
66022X0022021A,汽车运输船,摇篮到坟墓,0.038579kgCO2e / 公吨·公里,-,2021,文献数据,否
37115X0012021A,汽车钢化玻璃,摇篮到大门,18.46kgCO2e / 平方米,-,2021,文献数据,否
37115X0022021A,汽车钢化玻璃,摇篮到大门,24.27kgCO2e / 平方米,-,2021,文献数据,否
37115X0052022A,汽车钢化玻璃,摇篮到大门,24.27kgCO2e / 平方米,-,2022,文献数据,否
