产品ID,产品名称,核算边界,碳足迹,企业名称,数据年份,数据类型,是否低碳
45230X0082022B,联想台式主机,摇篮到坟墓,2240kgCO2e / 台,-,2022,文献数据,否
45230X0092022B,联想工作站电脑,摇篮到坟墓,1095kgCO2e / 台,-,2022,文献数据,否
45220X0752021B,联想平板电脑,摇篮到坟墓,383kgCO2e / 台,-,2021,文献数据,否
47314X0102021B,联想显示器,摇篮到坟墓,914kgCO2e / 台,-,2021,文献数据,否
47314X0112021B,联想显示器,摇篮到坟墓,1134kgCO2e / 台,-,2021,文献数据,否
47314X0122021B,联想显示器,摇篮到坟墓,399kgCO2e / 台,-,2021,文献数据,否
45220X0282015B,联想笔记本电脑,摇篮到坟墓,220kgCO2e / 台,-,2015,文献数据,否
45220X0292019B,联想笔记本电脑,摇篮到坟墓,353.2kgCO2e / 台,-,2019,文献数据,否
45220X0302016B,联想笔记本电脑,摇篮到坟墓,488kgCO2e / 台,-,2016,文献数据,否
45220X0322015B,联想笔记本电脑,摇篮到坟墓,590.74kgCO2e / 台,-,2015,文献数据,否
45220X0332015B,联想笔记本电脑,摇篮到坟墓,799kgCO2e / 台,-,2015,文献数据,否
45220X0342017B,联想笔记本电脑,摇篮到坟墓,389kgCO2e / 台,-,2017,文献数据,否
45220X0352021B,联想笔记本电脑,摇篮到坟墓,489kgCO2e / 台,-,2021,文献数据,否
45220X0362021B,联想笔记本电脑,摇篮到坟墓,551kgCO2e / 台,-,2021,文献数据,否
45220X0372020B,联想笔记本电脑,摇篮到坟墓,441kgCO2e / 台,-,2020,文献数据,否
45220X0382021B,联想笔记本电脑,摇篮到坟墓,564kgCO2e / 台,-,2021,文献数据,否
45220X0392021B,联想笔记本电脑,摇篮到坟墓,478kgCO2e / 台,-,2021,文献数据,否
45220X0662021B,联想笔记本电脑,摇篮到坟墓,551kgCO2e / 台,-,2021,文献数据,否
45230X0102021B,联想迷你工业PC主机,摇篮到坟墓,748kgCO2e / 台,-,2021,文献数据,否
45220X0542020B,联想，IdeaPad Duet 3 10IGL5，10.3英寸,摇篮到坟墓,222.4kgCO2e / 台,-,2020,文献数据,否
45220X0552020B,联想，Lenovo Smart Tab M10 HD with Alexa Built-in 10.3英寸,摇篮到坟墓,119kgCO2e / 台,-,2020,文献数据,否
45220X0562021B,联想，Lenovo Tab K10 ，10.3英寸,摇篮到坟墓,137kgCO2e / 台,-,2021,文献数据,否
45220X0532021B,联想，Lenovo Yoga Tab 11 ，10.1英寸,摇篮到坟墓,134kgCO2e / 台,-,2021,文献数据,否
45220X0522020B,联想，ThinkPad X12 ，12.4英寸,摇篮到坟墓,423kgCO2e / 台,-,2020,文献数据,否
34210E0012023A,聚丙烯,摇篮到大门,0.868kgCO2e / 公吨,-,2023,文献数据,否
34170R0042022A,聚丙烯,摇篮到大门,0.93416tCO2e / 公吨,-,2022,文献数据,否
34790A0022020A,聚丙烯,摇篮到大门,4.72kgCO2e / 千克,-,2020,文献数据,否
34740G0022002A,聚丙烯,摇篮到大门,5.98tCO2e / 公吨,-,2002,文献数据,否
34730B0042021A,聚丙烯-PP,摇篮到大门,3.1kgCO2e / 千克,-,2021,文献数据,否
36490X0042022A,聚丙烯一次性外卖餐盒,摇篮到坟墓,0.18618kgCO2e / 个,-,2022,文献数据,否
36990X0022020A,聚丙烯树脂,摇篮到坟墓,4.72kgCO2e / 千克,-,2020,文献数据,否
00000X0032019B,聚丙烯酰胺,摇篮到大门,3.06231kgCO2e / 千克,-,2019,文献数据,否
34710X0012008A,聚乙烯,摇篮到大门,0.57tCO2e / 公吨,-,2008,文献数据,否
34710X0072020A,聚乙烯树脂,摇篮到大门,3.43kgCO2e / 千克,-,2020,文献数据,否
34180C0052020B,聚乳酸,摇篮到大门,0.28kgCO2e / 千克,-,2020,文献数据,否
36490X0052022A,聚乳酸一次性外卖餐盒,摇篮到坟墓,0.13793kgCO2e / 个,-,2022,文献数据,否
34730B0032021A,聚对苯二甲酸乙二醇酯-PET,摇篮到大门,4.03kgCO2e / 千克,-,2021,文献数据,否
34730A0012009A,聚氯乙烯,摇篮到大门,1.77tCO2e / 公吨,-,2009,文献数据,否
35499X0342011A,聚氯乙烯,摇篮到大门,1.765kgCO2e / 千克,-,2011,文献数据,否
34730A0032021A,聚氯乙烯,摇篮到大门,3.41kgCO2e / 千克,-,2021,文献数据,否
34730A0052013A,聚氯乙烯,摇篮到坟墓,2.82kgCO2e / 千克,-,2013,文献数据,否
36990X0062020A,聚氯乙烯,摇篮到大门,4.79kgCO2e / 千克,-,2020,文献数据,否
34730A0042020A,聚氯乙烯-乙烯法,摇篮到大门,4.79kgCO2e / 千克,-,2020,文献数据,否
34730A0032020A,聚氯乙烯-电石法,摇篮到大门,5.67kgCO2e / 千克,-,2020,文献数据,否
36990X0012020A,聚氯乙烯树脂,摇篮到坟墓,4.79kgCO2e / 千克,-,2020,文献数据,否
34790A0012010A,聚碳酸亚丙酯,摇篮到坟墓,4.521tCO2e / 公吨,-,2010,文献数据,否
34740D0012019A,聚碳酸酯,摇篮到大门,1370.5kgCO2e / 公吨,-,2019,文献数据,否
34720X0032021A,聚苯乙烯,摇篮到大门,3.78kgCO2e / 千克,-,2021,文献数据,否
36950X0022010A,聚苯乙烯泡沫,摇篮到大门,8.43kgCO2e / 千克,-,2010,文献数据,否
34740G0012019A,聚酯树脂,摇篮到大门,74.27884kgCO2e / 千克,-,2019,文献数据,否
02111X0032006A,肉牛-加拿大,摇篮到大门,9.5kgCO2e / 千克,-,2006,文献数据,否
02111X0072006A,肉牛-巴西,摇篮到大门,22.4kgCO2e / 千克,-,2006,文献数据,否
02111X0052006A,肉牛-歐盟,摇篮到大门,11.6kgCO2e / 千克,-,2006,文献数据,否
02111X0062006A,肉牛-澳洲,摇篮到大门,12.7kgCO2e / 千克,-,2006,文献数据,否
02111X0042006A,肉牛-美国,摇篮到大门,13.2kgCO2e / 千克,-,2006,文献数据,否
94110X0102011A,肉类和家禽加工废水处理,摇篮到坟墓,20.22kgCO2e / 公吨,-,2011,文献数据,否
94110X0142011A,肥皂和清洁剂生产废水处理,摇篮到坟墓,4.86kgCO2e / 公吨,-,2011,文献数据,否
01251X0052016A,胡萝卜-中国,摇篮到大门,0.1tCO2e / 公吨,-,2016,文献数据,否
01251X0062015A,胡萝卜-国内外部分研究均值,摇篮到大门,0.2tCO2e / 公吨,-,2015,文献数据,否
01251X0032009A,胡萝卜-意大利,摇篮到大门,0.31kgCO2e / 千克,-,2009,文献数据,否
01251X0012009A,胡萝卜-瑞典,摇篮到大门,0.11kgCO2e / 千克,-,2009,文献数据,否
01251X0072009A,胡萝卜-瑞士,摇篮到大门,0.14kgCO2e / 千克,-,2009,文献数据,否
01251X0042009A,胡萝卜-荷兰,摇篮到大门,0.23kgCO2e / 千克,-,2009,文献数据,否
21329X0022011A,胡萝卜原浆,摇篮到大门,1.31kgCO2e / 千克,-,2011,文献数据,否
31450X0122021B,胶合木,摇篮到大门,246kgCO2e / 立方米,-,2021,文献数据,否
31450X0012019A,胶合板,摇篮到大门,312.08kgCO2e / 立方米,-,2019,文献数据,否
10160A0042016A,胶合板,摇篮到大门,312.08kgCO2e / 立方米,-,2016,文献数据,否
23490X0092020A,脆皮面包,摇篮到坟墓,1.809kgCO2e / 千克,-,2020,文献数据,否
88223X0062018A,腈纶毛衣,摇篮到大门,23kgCO2e / 件,-,2018,文献数据,否
01372X0022016A,腰果-全球平均,摇篮到大门,0.37kgCO2e / 千克,-,2016,文献数据,否
01372X0012016A,腰果-加纳,摇篮到大门,0.38kgCO2e / 千克,-,2016,文献数据,否
42950X0082008A,自保护药芯焊丝,摇篮到坟墓,17.6gCO2e / 千克,-,2008,文献数据,否
64119X0142021A,自动扶梯客运,摇篮到坟墓,0.177kgCO2e / 人·千米,-,2021,文献数据,否
63399X0042021A,自助餐饮食,摇篮到坟墓,45407kgCO2e / 个·月,-,2021,文献数据,否
69210X0012019C,自来水,摇篮到大门,0.168kgCO2e / 公吨,-,2019,文献数据,否
37410X0042010A,自流平石膏,摇篮到大门,0.19kgCO2e / 千克,-,2010,文献数据,否
34131X0232015A,自热优化法制生物质乙醇,摇篮到大门,0.213kgCO2e / 千克,-,2015,文献数据,否
36112X0012019A,自行车轮胎,摇篮到坟墓,2.92kgCO2e / 千克,-,2019,文献数据,否
49942X0012021A,自行车链条（118目）,摇篮到坟墓,2.6kgCO2e / 件,-,2021,文献数据,否
33342X0022021A,航煤,摇篮到坟墓,3329.55kgCO2e / 公吨,-,2021,文献数据,否
33312X0012015A,航空汽油,摇篮到大门,4.02tCO2e / 公吨,-,2015,文献数据,否
33349X0012022A,航空煤油,摇篮到大门,0.298132tCO2e / 公吨,-,2022,文献数据,否
33342X0012019A,航空煤油,摇篮到大门,3329.548kgCO2e / 公吨,-,2019,文献数据,否
33342X0012015A,航空煤油,摇篮到大门,4.41kgCO2e / 千克,-,2015,文献数据,否
33342X0062019C,航空煤油,摇篮到坟墓,3.494tCO2e / 公吨,-,2019,文献数据,否
01316X0012017A,芒果,摇篮到大门,0.13kgCO2e / 千克,-,2017,文献数据,否
01316X0022018A,芒果,摇篮到大门,0.13kgCO2e / 千克,-,2018,文献数据,否
01316X0042012A,芒果,摇篮到大门,0.27kgCO2e / 千克,-,2012,文献数据,否
01316X0052012A,芒果,摇篮到大门,0.35kgCO2e / 千克,-,2012,文献数据,否
21439X0072018A,芒果汁,摇篮到大门,2.96kgCO2e / 千克,-,2018,文献数据,否
21439X0022018A,芒果汁-马耳他,摇篮到大门,0.74kgCO2e / 瓶,-,2018,文献数据,否
22251X0022018A,芝士,摇篮到大门,0.11kgCO2e / 克,-,2018,文献数据,否
01444X0012015A,芝麻,摇篮到坟墓,0.88kgCO2e / 千克,-,2015,文献数据,否
21691X0012005A,芝麻籽,摇篮到大门,0.88kgCO2e / 千克,-,2005,文献数据,否
01211X0012005A,芦笋,摇篮到大门,1.94kgCO2e / 千克,-,2005,文献数据,否
01211X0022005A,芦笋,摇篮到大门,2.22kgCO2e / 千克,-,2005,文献数据,否
01211X0032005A,芦笋,摇篮到大门,2.39kgCO2e / 千克,-,2005,文献数据,否
47920X0072020B,芯片,摇篮到坟墓,0.59kgCO2e / 片,-,2020,文献数据,否
47920X0082020B,芯片,摇篮到坟墓,0.53kgCO2e / 片,-,2020,文献数据,否
34659X0032021A,花园垃圾和食物堆肥,摇篮到大门,116.13kgCO2e / 公吨,-,2021,文献数据,否
34659X0012021A,花园垃圾堆肥,摇篮到大门,113.31kgCO2e / 公吨,-,2021,文献数据,否
15130X0012016A,花岗石铺装产品,摇篮到大门,54.16kgCO2e / 千克,-,2016,文献数据,否
15130X0032011A,花岩石,摇篮到大门,0.09tCO2e / 公吨,-,2011,文献数据,否
01213X0032011A,花椰菜-美国,摇篮到大门,0.35kgCO2e / 千克,-,2011,文献数据,否
01341X0022021A,花牛苹果,摇篮到坟墓,0.256kgCO2e / 千克,-,2021,文献数据,否
01421X0012015A,花生,摇篮到坟墓,0.83kgCO2e / 千克,-,2015,文献数据,否
01422X0012010A,花生,摇篮到大门,0.012kgCO2e / 克,-,2010,文献数据,否
01349X0011998A,花生-荷兰,摇篮到大门,1.33kgCO2e / 千克,-,1998,文献数据,否
21622X0012016A,花生油,摇篮到大门,0.94kgCO2e / 千克,-,2016,文献数据,否
21622X0022011A,花生油,摇篮到大门,4.86kgCO2e / 千克,-,2011,文献数据,否
21494X0022015A,花生酱-美国,摇篮到大门,1.75kgCO2e / 千克,-,2015,文献数据,否
21494X0052014A,花生酱-美国,摇篮到大门,2.88kgCO2e / 千克,-,2014,文献数据,否
01379X0062013A,花生（阿根廷）,摇篮到大门,237kgCO2e / 公吨,-,2013,文献数据,否
01259X0082009A,芹菜,摇篮到大门,0.18kgCO2e / 千克,-,2009,文献数据,否
22290X0082017A,苏氏酸奶-意大利,摇篮到大门,1.36kgCO2e / 千克,-,2017,文献数据,否
01912X0012020A,苜蓿,摇篮到大门,0.22tCO2e / 公吨,-,2020,文献数据,否
23319X0022020A,苜蓿鲜草-中国黄土高坡,摇篮到大门,314.6kgCO2e / 公吨,-,2020,文献数据,否
64243X0042021A,英国出发或到达的短途航班平均,摇篮到坟墓,0.15353kgCO2e / 人·千米,-,2021,文献数据,否
64241X0052021A,英国国内航班平均,摇篮到坟墓,0.24587kgCO2e / 人·千米,-,2021,文献数据,否
64118X0022021A,英国巴士,摇篮到大门,0.38756kgCO2e / 人·千米,-,2021,文献数据,否
01341X0012017A,苹果,摇篮到坟墓,0.302kgCO2e / 千克,-,2017,文献数据,否
01341X0032007A,苹果,摇篮到大门,0.18kgCO2e / 千克,-,2007,文献数据,否
01341X0042001A,苹果,摇篮到大门,0.11kgCO2e / 千克,-,2001,文献数据,否
01341X0012009A,苹果,摇篮到大门,0.21kgCO2e / 千克,-,2009,文献数据,否
01341X0022008A,苹果,摇篮到大门,0.4kgCO2e / 千克,-,2008,文献数据,否
01341X0032008A,苹果,摇篮到大门,0.24kgCO2e / 千克,-,2008,文献数据,否
01341X0042005A,苹果,摇篮到大门,0.23kgCO2e / 千克,-,2005,文献数据,否
01341X0052008A,苹果,摇篮到大门,0.17kgCO2e / 千克,-,2008,文献数据,否
01341X0062013A,苹果,摇篮到大门,0.26kgCO2e / 千克,-,2013,文献数据,否
01341X0072018A,苹果,摇篮到大门,0.4kgCO2e / 千克,-,2018,文献数据,否
01341X0082016A,苹果,摇篮到大门,0.55kgCO2e / 千克,-,2016,文献数据,否
01341X0092013A,苹果,摇篮到大门,0.28tCO2e / 公吨,-,2013,文献数据,否
01341X0102015A,苹果,摇篮到大门,0.29tCO2e / 公吨,-,2015,文献数据,否
01341X0152019C,苹果,摇篮到大门,0.069826kgCO2e / 千克,-,2019,文献数据,否
45230X0062019B,苹果专业版电脑,摇篮到坟墓,2765kgCO2e / 台,-,2019,文献数据,否
45230X0072019B,苹果专业版电脑,摇篮到坟墓,6994kgCO2e / 台,-,2019,文献数据,否
45230X0022020B,苹果主机,摇篮到坟墓,197kgCO2e / 台,-,2020,文献数据,否
45230X0032020B,苹果主机,摇篮到坟墓,172kgCO2e / 台,-,2020,文献数据,否
45240X0072023B,苹果台式电脑,摇篮到坟墓,112kgCO2e / 台,-,2023,文献数据,否
45240X0082022B,苹果台式电脑,摇篮到坟墓,262kgCO2e / 台,-,2022,文献数据,否
45230X0042022B,苹果工作室电脑,摇篮到坟墓,375kgCO2e / 台,-,2022,文献数据,否
45230X0052022B,苹果工作室电脑,摇篮到坟墓,262kgCO2e / 台,-,2022,文献数据,否
45220X0412022B,苹果平板电脑,摇篮到坟墓,135kgCO2e / 台,-,2022,文献数据,否
45220X0422022B,苹果平板电脑,摇篮到坟墓,100kgCO2e / 台,-,2022,文献数据,否
45220X0432022B,苹果平板电脑,摇篮到坟墓,80kgCO2e / 台,-,2022,文献数据,否
45220X0442022B,苹果平板电脑,摇篮到坟墓,72kgCO2e / 台,-,2022,文献数据,否
47222X0192022B,苹果手机,摇篮到坟墓,73kgCO2e / 部,-,2022,文献数据,否
47222X0202022B,苹果手机,摇篮到坟墓,65kgCO2e / 部,-,2022,文献数据,否
47222X0212022B,苹果手机,摇篮到坟墓,68kgCO2e / 部,-,2022,文献数据,否
47222X0222022B,苹果手机,摇篮到坟墓,61kgCO2e / 部,-,2022,文献数据,否
62285X0072016B,苹果手机,摇篮到坟墓,19.71kgCO2e / 部,-,2016,文献数据,否
88744X0032016B,苹果手机,摇篮到坟墓,41.01kgCO2e / 部,-,2016,文献数据,否
47222X0142019B,苹果手机11代 128G内存,摇篮到坟墓,77kgCO2e / 部,-,2019,文献数据,否
47222X0152019B,苹果手机11代 256G内存,摇篮到坟墓,89kgCO2e / 部,-,2019,文献数据,否
47222X0132019B,苹果手机11代 64G内存,摇篮到坟墓,72kgCO2e / 部,-,2019,文献数据,否
47222X0172022B,苹果手机SE 128G内存,摇篮到坟墓,50kgCO2e / 部,-,2022,文献数据,否
47222X0182022B,苹果手机SE 256G内存,摇篮到坟墓,58kgCO2e / 部,-,2022,文献数据,否
47222X0162022B,苹果手机SE 64G内存,摇篮到坟墓,46kgCO2e / 部,-,2022,文献数据,否
62285X0052018B,苹果手表系列3,摇篮到坟墓,28kgCO2e / 块,-,2018,文献数据,否
62285X0032020B,苹果手表系列6-(GPS + Cellular) 44mm 不锈钢表壳，带运动表带,摇篮到坟墓,43kgCO2e / 块,-,2020,文献数据,否
62285X0022020B,苹果手表系列6-(GPS + Cellular) 44mm 铝制表壳，带运动表带,摇篮到坟墓,36kgCO2e / 块,-,2020,文献数据,否
62285X0012020B,苹果手表系列6-(GPS) 44毫米铝制表壳，带运动环,摇篮到坟墓,32kgCO2e / 块,-,2020,文献数据,否
62185X0052020B,苹果手表系列6-(GPS) 44毫米铝制表壳，带运动表带,摇篮到坟墓,35kgCO2e / 块,-,2020,文献数据,否
62285X0042020B,苹果手表系列6-钛金属表壳，带运动表带和运动圈,摇篮到坟墓,42kgCO2e / 块,-,2020,文献数据,否
62185X0022021B,苹果手表系列7（45mm 不锈钢表壳）,摇篮到坟墓,37kgCO2e / 个,-,2021,文献数据,否
62185X0032021B,苹果手表系列7（45mm 不锈钢表带）,摇篮到坟墓,34kgCO2e / 块,-,2021,文献数据,否
62185X0042021B,苹果手表系列7（45mm 钛金属表壳）,摇篮到坟墓,41kgCO2e / 块,-,2021,文献数据,否
62185X0012021B,苹果手表系列7（45mm 铝合金表壳）,摇篮到坟墓,34kgCO2e / 块,-,2021,文献数据,否
47314X0032019B,苹果播放器 128G,摇篮到坟墓,38kgCO2e / 个,-,2019,文献数据,否
47314X0042019B,苹果播放器 256G,摇篮到坟墓,48kgCO2e / 个,-,2019,文献数据,否
47314X0022019B,苹果播放器 32G,摇篮到坟墓,32kgCO2e / 个,-,2019,文献数据,否
47314X0052019B,苹果显示器,摇篮到坟墓,974kgCO2e / 台,-,2019,文献数据,否
47314X0062022B,苹果显示器,摇篮到坟墓,544kgCO2e / 台,-,2022,文献数据,否
45289X0012021B,苹果桌面电脑,摇篮到坟墓,481kgCO2e / 台,-,2021,文献数据,否
45289X0022021B,苹果桌面电脑,摇篮到坟墓,511kgCO2e / 台,-,2021,文献数据,否
45289X0032021B,苹果桌面电脑,摇篮到坟墓,611kgCO2e / 台,-,2021,文献数据,否
21435X0012018A,苹果汁-马耳他,摇篮到大门,0.71kgCO2e / 瓶,-,2018,文献数据,否
47313X0012021B,苹果电视,摇篮到坟墓,61kgCO2e / 台,-,2021,文献数据,否
47212X0012022B,苹果电视,摇篮到坟墓,43kgCO2e / 台,-,2022,文献数据,否
47313X0022021B,苹果电视 32GB,摇篮到坟墓,59kgCO2e / 台,-,2021,文献数据,否
47313X0042021B,苹果电视 64GB,摇篮到坟墓,62kgCO2e / 台,-,2021,文献数据,否
45141X0022021B,苹果笔记本电脑,摇篮到坟墓,349kgCO2e / 台,-,2021,文献数据,否
45141X0032021B,苹果笔记本电脑,摇篮到坟墓,382kgCO2e / 台,-,2021,文献数据,否
45220X0182021B,苹果笔记本电脑,摇篮到坟墓,395kgCO2e / 台,-,2021,文献数据,否
45220X0192021B,苹果笔记本电脑,摇篮到坟墓,271kgCO2e / 台,-,2021,文献数据,否
45220X0202021B,苹果笔记本电脑,摇篮到坟墓,307kgCO2e / 台,-,2021,文献数据,否
45220X0212020B,苹果笔记本电脑,摇篮到坟墓,185kgCO2e / 台,-,2020,文献数据,否
45220X0222020B,苹果笔记本电脑,摇篮到坟墓,207kgCO2e / 台,-,2020,文献数据,否
45220X0232020B,苹果笔记本电脑,摇篮到坟墓,161kgCO2e / 台,-,2020,文献数据,否
45141X0042020B,苹果笔记本电脑,摇篮到坟墓,181kgCO2e / 台,-,2020,文献数据,否
45220X0452023B,苹果笔记本电脑,摇篮到坟墓,300kgCO2e / 台,-,2023,文献数据,否
45220X0462023B,苹果笔记本电脑,摇篮到坟墓,243kgCO2e / 台,-,2023,文献数据,否
62185X0062020B,苹果，手表系列6-(GPS + Cellular) 44毫米不锈钢表壳，带米兰式表圈,摇篮到坟墓,41kgCO2e / 部,-,2020,文献数据,否
62185X0072020B,苹果，手表系列SE-(GPS) 44毫米铝制运动表带,摇篮到坟墓,34kgCO2e / 个,-,2020,文献数据,否
45220X0082021B,苹果，第三代iPad Pro 11英寸内存128G,摇篮到坟墓,99kgCO2e / 台,-,2021,文献数据,否
45220X0122021B,苹果，第三代iPad Pro 11英寸内存1T,摇篮到坟墓,171kgCO2e / 台,-,2021,文献数据,否
45220X0112021B,苹果，第三代iPad Pro 11英寸内存256G,摇篮到坟墓,110kgCO2e / 台,-,2021,文献数据,否
45220X0132021B,苹果，第三代iPad Pro 11英寸内存2T,摇篮到坟墓,230kgCO2e / 台,-,2021,文献数据,否
45220X0102021B,苹果，第三代iPad Pro 11英寸内存512G,摇篮到坟墓,131kgCO2e / 台,-,2021,文献数据,否
45220X0492021B,苹果，第九代iPad 内存256G,摇篮到坟墓,84kgCO2e / 台,-,2021,文献数据,否
45220X0172021B,苹果，第九代iPad 内存64G,摇篮到坟墓,75kgCO2e / 台,-,2021,文献数据,否
45220X0152022B,苹果，第五代iPad Air内存128G,摇篮到坟墓,84kgCO2e / 台,-,2022,文献数据,否
45220X0162022B,苹果，第五代iPad Air内存256G,摇篮到坟墓,92kgCO2e / 台,-,2022,文献数据,否
45220X0142022B,苹果，第五代iPad Air内存64G,摇篮到坟墓,80kgCO2e / 台,-,2022,文献数据,否
45220X0062021B,苹果，第五代iPad Pro 12.9 英寸内存128G,摇篮到坟墓,138kgCO2e / 台,-,2021,文献数据,否
45272X0012021B,苹果，第五代iPad Pro 12.9 英寸内存1T,摇篮到坟墓,228kgCO2e / 台,-,2021,文献数据,否
45220X0072021B,苹果，第五代iPad Pro 12.9 英寸内存256G,摇篮到坟墓,166kgCO2e / 台,-,2021,文献数据,否
45220X0092021B,苹果，第五代iPad Pro 12.9 英寸内存2T,摇篮到坟墓,286kgCO2e / 台,-,2021,文献数据,否
45272X0022021B,苹果，第五代iPad Pro 12.9 英寸内存512G,摇篮到坟墓,187kgCO2e / 台,-,2021,文献数据,否
45220X0032021B,苹果，第六代iPad 内存128G,摇篮到坟墓,71kgCO2e / 台,-,2021,文献数据,否
45220X0052021B,苹果，第六代iPad 内存256G,摇篮到坟墓,77kgCO2e / 台,-,2021,文献数据,否
45220X0042021B,苹果，第六代iPad 内存512G,摇篮到坟墓,90kgCO2e / 台,-,2021,文献数据,否
45220X0012021B,苹果，第六代iPad 内存64G,摇篮到坟墓,68kgCO2e / 台,-,2021,文献数据,否
45220X0582022B,苹果，第十代iPad 内存265G,摇篮到坟墓,82kgCO2e / 台,-,2022,文献数据,否
